,Unnamed: 0,title,artist,genre,lyric
10,10,  Stay          , Soffee  ,발라드,"우정도 아냐 사랑도 아냐 하지만 Stay 내 것도 아냐 네 것도 아냐 하지만 Stay 아무것도 아닌 관계 손은 잡아도 포옹은 안 해 처음처럼 성급하게 괜히 이름표 붙이려 말자 묶으려다 풀려버리는 수가 있어 우정도 아냐 사랑도 아냐 하지만 Stay 내 것도 아냐 네 것도 아냐 하지만 Stay 이기적이고 미워하고 서로의 마음이 엇갈려도 상처받고 눈물 흘리고 많은 밤을 만나게 되더라도 두고 보면 뭐든 마주하게 되겠지 우정도 아냐 사랑도 아냐 하지만 Stay 내 것도 아냐 네 것도 아냐 하지만 Stay 
"
11,11,  고백  Feat  금덕윤           , 김협조  ,발라드,"심장이 너무 두근두근 대서 어찌해야 할지 모르겠어 네가 제일 예뻐서 함부로 대할 수 없는걸 잠들 때마다 꿈에서 너무 아름다운 네가 나와 그래서 좋아서 너를 매일 밤 볼 수 있거든 그렇지만 잘생기지도 않고 잘하는 거 하나 없는 나 감히 내가 네 맘속에 들어갈 수 있을까 난 너를 사랑해 난 너를 사랑해 내가 뛰어난 건 없지만 널 좋아하는 건 확실해 너만을 위해 살아갈게 난 너를 사랑해 난 너를 사랑해 내가 널 갖고 싶은걸 평생 너를 사랑할게 지금 나랑 사귀자 잠들 때마다 꿈에서 너무 아름다운 네가 나와 그래서 좋아서 너를 매일 밤 볼 수 있거든 그렇지만 잘생기지도 않고 잘하는 거 하나 없는 나 감히 내가 네 맘속에 들어갈 수 있을까 난 너를 사랑해 난 너를 사랑해 내가 뛰어난 건 없지만 널 좋아하는 건 확실해 너만을 위해 살아갈게 난 너를 사랑해 난 너를 사랑해 내가 널 갖고 싶은걸 평생 너를 사랑할게 지금 나랑 사귀자 지금 나랑 사귀자 
"
12,12,  그녀를 찾아주세요          , 윤민수 바이브   ,발라드,"안녕 안녕 안녕 사랑한 그녀가 보내 달라 하네요 안녕 안녕 안녕 밤하늘 별들아 그녀 가는 길 비춰주길 Good bye 하나만 알려주세요 어디에 살고 있을지 몇 년쯤이야 지금의 눈물쯤은 참을 수 있겠죠 시간이 흘러간 데도 십 년이 지나간 데도 그때도 사랑이면 난 어떡합니까 어디서 그녀를 찾아야 합니까 안녕 안녕 안녕 돌아선 그녀가 멀어져만 가네요 안녕 안녕 안녕 부탁해 빗물아 그녀 눈물을 씻겨 하나만 알려주세요 어디에 살고 있을지 몇 년쯤이야 지금의 눈물쯤은 참을 수 있겠죠 시간이 흘러간 데도 십 년이 지나간 데도 그때도 사랑이면 난 어떡합니까 어디서 그녀를 찾아야 합니까 들어줘요 내 사랑을 도와줘요 누구든지 알고 있다면 그 누구라도 데려다줘요 How do I live 하나만 전해주세요 그녀와 마주친다면 적어도 한땐 그녀의 전부였던 나의 그 이름을 그녀도 기억한다면 그녀도 울고 있다면 그리움 하나라도 꼭 남아있다면 내가 갈게요 날 기다려줘요 그녀를 꼭 찾아주세요 
"
13,13,  보통의 하루          , 진민호  ,발라드,"똑같은 음악을 들어도 왜 예전보다 더 달콤한 걸까 정류장 너를 기다리는 시간도 아름다워 바람마저 ‘샤랄라라라’ 불어와 (You~~~) 내 세상의 온도가 달라졌어 우리가 된 첫 장면부터  너의 하루와 나의 하루가 겹쳐진다는게 너무 놀라워 보통의 하루가 너를 만나 뭉클해지고 있어   꿈 속으로 ‘샤랄라라’ 물 들어가 (You~~~) 넌 내일의 이유가 되어줬어 우리 둘의 첫 문장부터  너의 하루와 나의 하루가 겹쳐진다는게 너무 놀라워 보통의 하루가 너를 만나 뭉클해지고 있어  이름 없던 감정들이 너의 손 끝에서 깨어난 걸 작은 틈이 있어 불안한 시간들 니가 채워줘서 고마워  사랑한다는 이 작은 말이 큰 의미가 된 게 너무 놀라워 평범했던 내가 너를 만나 특별해지고 있어  너의 하루와 나의 하루가 겹쳐진다는게 너무 놀라워 보통의 하루가 너를 만나 뭉클해지고 있어
					"
14,14,  하염없이          , 정동원  ,발라드,"오늘만은 아니길 바랬죠 우리의 마지막 날이 저물어 가던 그 시간 속에 멈춘 우리를 그대로 지워가네요 그 쉬운 인사 한번 하는 게 그렇게 힘들었는지 이 모든 얘기들을 가슴 속에 깊이 묻어두고 아무 말 없이 떨리는 눈엔 눈물이 흘러 차갑게 돌아서는 뒷모습만 하염없이 바라만 보는 나 혹시 그대 돌아와 줄 것 같아 내 하루를 눈물로 보내요 그 쉬운 인사 한번 하는 게 그렇게 힘들었는지 이 모든 얘기들을 가슴 속에 깊이 묻어두고 눈을 감으면 다시금 그대 잡힐 듯하죠 바보같이 길었던 우리 사랑을 이렇게 또 한 번 불러보면 나를 보던 그대 행복했던 그 미소가 이토록 나를 괴롭히는데 혹시 그대 돌아와 줄 것 같아 그대 하나만을 기다려요 차갑게 돌아서는 뒷모습만 하염없이 바라만 보아도 혹시 그대 돌아와 안아줄 것 같아 매일매일 그대만 그리는 나죠 
"
15,15,  계절이 바뀔 때쯤  우연히 봄 X 박연           , 박연  ,발라드,"하루도 그대를 잊지 못해 내 맘속 깊숙이 머물러서 멀어져 가는 너와의 기억의 조각들 붙잡고만 싶은걸 언제부턴지 나도 잘 모르겠어 네가 보고 싶어서 잠 못 드는 밤이면 괜히 마음이 소란해져 너를 그리다가 그렇게 겨우 잠이 든다 마음이 가는 대로 해도 될까 마지막 내 모습 어땠을까 스치는 바람에 내 소식 전할 수 있다면 소리쳐 외칠 텐데 언제부턴지 나도 잘 모르겠어 네가 보고 싶어서 잠 못 드는 밤이면 괜히 마음이 소란해져 너를 그리다가 그렇게 겨우 잠이 든다 네가 없는 게 상상이 안돼 그저 마음이 움직이는 대로 계절이 바뀔 때쯤 너도 알게 되겠지 꽃이 피면 내 마음도 닿을 거야 언제부턴지 나도 잘 모르겠어 네가 보고 싶어서 잠 못 드는 밤이면 괜히 마음이 소란해져 너를 그리다가 그렇게 겨우 잠이 든다 
"
16,16,  살만해졌어          , 최도영 CANDO   ,발라드,"사람들 많은 거리에서 혼자 우는 것도 내 방문을 잠그고 사는것도 TV를 켜놔야 잠들고 이별 노래 가사도 이제야 견딜 수 있게 됐어 헤어진 그날부터 물 한 모금도 못 넘기던 내가 숨쉬기조차 힘들었던 내가 니가 그리워도 너무 그리워도 미치게 그립진 않아 나를 봐 너 없이도 살만해졌어 넌 어때 우리가 헤어졌단게 난 믿기지가 않는데 예전의 너처럼 돌아가 잘 사는지 어디 아픈곳은 없는지 일은 잘 하고 있는지 이런 생각하고 있는 나조차 넌 싫다 하겠지만 물 한 모금도 못 넘기던 내가 숨쉬기조차 힘들었던 내가 니가 그리워도 너무 그리워도 미치게 그립진 않아 나를 봐 너 없이도 살만해졌어 우연히 너와 마주쳤던 니 옆의 그사람 나 없이도 행복하게 지내 보여 내 걱정은 하지마 나도 다 잊었으니까 이제 난 아무렇지 않게 됐어 니가 없다고 떼만 쓰던 내가 니가 오기만 기다렸던 내가 사랑한다에서 사랑했다라고 웃으며 말하게 됐어 나를 봐 너 없이도 살만해졌어 살만해졌어 살만해졌어 니가 오기만 기다렸던 내가 
"
17,17,  아들이 아빠에게          , 자신  ,발라드,"당신의 나이는 여전히 그대로인데 어리던 아들은 훌쩍 커 어른이 됐어 좋은 사람 만나 짙은 사랑도 해봤고 여행도 많이 다녀봤어 그런데 나 그 사랑을 다 알기는 어렵나 봐 우리를 위해 당신이 바친 모든 걸 당신보다 아들이 더 나이 많아지는 날엔 그대 마음을 이해할 수 있길 바래 오랜 시간 속에 혹여나 잊을까 행복하지 않으려 애를 쓰곤 해 그곳까지 들릴까 가사에 담아서 이제라도 나 전하려 해 함께 한 모든 날들이 많이 서툴었습니다 못났던 아들을 용서해 주시길 오랜 시간 후에 혹여나 잊을까 행복하지 않으려 애를 쓰곤 해 하지 못한 말들 이제라도 여기 적어둘게 참 고마웠어 당신을 닮아서 묵묵히 견뎠고 더는 울 수 없을 만큼 울었으니 이제서야 나 당신을 노래하네 이렇게라도 전하려 해 
"
18,18,  이만큼 난 너를 사랑해          , 펀치  Punch   ,발라드,"우린 같은 계절 아래 서로를 모른 채 혼자가 편할 때쯤 겨우 만난 거니까 서로가 닮아가는 건 시간이 필요해 그 기다림마저 너이니까 좋은 걸 유일한 널 만나게 되고 내 안의 사랑이 커지고 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 마음이 어두운 날 괜히 눈물 나는 날 그렇게 흐린 날엔 더 사랑이 필요해 날 웃게 하는 건 이제 난 너뿐인 걸 이만큼 난 너를 사랑해 내 안의 사랑은 커다래 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 햇살이 되어 있어줘 너의 온기로 나는 봄인 걸 이만큼 넌 내게 소중해 널 향한 내 맘은 솔직해 들리니 커다란 내 약속 어디라도 언제라도 니 곁에 있을게 이렇게 이만큼 난 너를 사랑해 내 안의 사랑은 커다래 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 
"
19,19,  let me try again  feat  웅산           , 박근혁 songbook  ,발라드,"차창 밖 불빛 열매 흩뿌리는 빗방울 잠 못 드는 도시의 밤 아침 무지개 기다린다 Let me try again let me dream again 나의 꿈 찾아 다시 한번 창가에 아침 햇살 바람이 불어온다 하늘이 높다 가슴이 뛴다 Let me try again let me dream again 나의 꿈 찾아 다시 한번 Let me try again let me dream again 나의 꿈 찾아 다시 한번 Let me try let me be me 나의 무지개 찾아 떠나간다 
"
20,20,  단잠  with 서현           , 최희  ,발라드,"하늘에 떠 있는 노을 조각이 그대의 바람에 실려 잠든 달을 깨워 내 마음에 와 있죠 고마운 인사는 바람에 실어 곤히 잠든 그대 곁에 달콤한 꿈 되어 향기롭게 남겨요 마음과 목소리와 그때 달콤했던 시간들 담은 추억은 첫사랑되어 기억되고 영원히 남아 간직되고 싶어요 마음과 목소리와 그때 달콤했던 시간들 담은 추억은 첫사랑되어 기억되고 영원히 남아 간직되고 싶어요 
"
21,21,  Open Your Heart          , 린  ,발라드,"처음 본 그날 너는 운명처럼 내게 다가온 거죠 나도 잘 몰랐던 내 모습처럼 날 변하게 만드는 너 너와 있을 때 this Feeling rest i miss you everyday oh 깨고 싶지 않았던 꿈처럼 널 바라던 날들 someday 올 것 같았던 somebody 예상 못 한 지금 이 순간 놓지 말아요 Open your heart to me 말하고 싶어 언제나 그 곁에서 햇살이 널 환히 비추듯 따스하게 Open your heart to me 내 진심이 전해질까 변하지 않을 이맘 To be you and me 알고 있죠 널 밀어내려고 그럴수록 내 맘은 자라 나죠 사랑이란 마음이 Inside of me someday 올 것 같았던 somebody 예상 못 한 지금 이 순간 놓지 말아요 Open your heart to me 말하고 싶어 언제나 그 곁에서 햇살이 널 환히 비추듯 따스하게 Open your heart to me 내 진심이 전해질까 변하지 않을 이맘 To be you and me 그리고 그리던 그 시간 우리 함께라는 이유만으로 불안했던 마음이 이제는 Fine Fine Open your heart to me 말하고 싶어 언제나 그 곁에서 햇살이 널 환희 비추듯 따스하게 Open your heart to me 내 진심이 전해질까 변하지 않을 사랑 To be you and me 
"
22,22,  위로해 줄게요          , 반광옥  ,발라드,"무거운 숨이 가득 차올라 주저 앉고 싶어지면 날카로움에 베인 상처가 아물지 못하고 있다면 다 내려놓은채 도망치고 싶어질 때면 그댈 달래줄 그늘에 숨어 아픈 마음을 털어도 되요 고단한 하루의 끝에 있을게요 다가올 모든 하룰 안아 줄게요 숨겨온 눈물을 삼키지말고 내쉬는 숨결에 살며시 얹어요 좋았던 장면들만 담아놔요 그대 눈으로 바라본 세상속이 언제나 아름다워 질수있게 항상 그대를 아껴줘요 서러운 날엔 행복했던 순간을 봐요 그 순간속에 그 감정들은 지금도 그대 곁을 맴돌죠 고단한 하루의 끝에 있을게요 다가올 모든 하룰 안아 줄게요 숨겨온 눈물을 삼키지말고 내쉬는 숨결에 살며시 얹어요 좋았던 장면들만 담아놔요 그대 눈으로 바라본 세상속이 언제나 아름다워 질수있게 항상 그대를 아껴줘요 힘들땐 힘들다고 말해줘요 내가 다 들어줄게요 그대 내가 위로해줄게요 사랑하는 사람을 위로하는건 마음의 방 한칸이면 충분해요 그대가 그대에게 기대도록 그대의 마음을 먼저 열어줘요 행복이 꼭 어려울 필요 있나요 커다란 욕심에 다치지 말아요 그대가 가지지 못한것들이 그대보다 소중할리가 없어요 
"
23,23,  비가 오는 날엔          , 양요섭  span    span 손동운  span    span 원필  DAY    ,발라드,"세상이 어두워지고  조용히 비가 내리면  여전히 그대로  오늘도 어김없이 난  벗어나질 못하네  너의 생각 안에서  이제 끝이라는 걸 알지만  미련이란 걸 알지만  이제 아닐 걸 알지만  그까짓 자존심에  널 잡지 못했던 내가  조금 아쉬울 뿐이니까  비가 오는 날엔 나를 찾아와  밤을 새워 괴롭히다  비가 그쳐가면 너도 따라서  서서히 조금씩 그쳐가겠지  이제 너를 다 지워냈지만  모두 다 비워냈지만  또다시 비가 내리면  힘들게 숨겨놨던  너의 모든 기억들이  다시 돌아와 널 찾나 봐  비가 오는 날엔 나를 찾아와  밤을 새워 괴롭히다  비가 그쳐가면 너도 따라서  서서히 조금씩 그쳐가겠지  너에게로  이젠 돌아갈 길은 없지만  지금 행복한 너를 보며  난 그래도 웃어볼게  널 잡을 수 있었던  힘이 내겐 없었으니까  비가 오는 날엔 나를 찾아와  밤을 새워 괴롭히다  비가 그쳐가면 너도 따라서  서서히 조금씩 그쳐 가겠지  
"
24,24,  이 밤을 살아가는 너에게  Vocal  지유           , 타임브릿지  ,발라드,"이 밤 소란스러운 하루의 끝에서 왠지 어딘가 쓸쓸한듯한 이 밤 왜 난 이렇게도 허전할까 아름다워 더 아픈 그 날들이 서러워서 자꾸만 눈물이 나 애써 버텨온 내 모든 게 다 무너지나봐 좀 쉬어도 돼 하루의 끝에서 좀 기대도 돼 잠들 수 없는 이 밤 어떤 위로의 말조차 네게 건넬 수도 없는 이 밤 너무 아파 스치듯 빛났던 그 날들로 이 밤을 견뎠음 해 이 밤 저기 저 하늘 수많은 별들중 텅 빈 내 맘 둘 곳 하나 없는 이 밤 우린 어딜 향해 가는 걸까 아름다워 더 아픈 그 날들이 서러워서 자꾸만 눈물이 나 애써 버텨온 내 모든 게 다 무너지나봐 좀 쉬어도 돼 하루의 끝에서 좀 기대도 돼 잠들 수 없는 이 밤 어떤 위로의 말조차 네게 건넬 수도 없는 이 밤 너무 아파 스치듯 빛났던 그 날들로 이 밤을 견뎠음 해 얼마나 아플지 헤아릴 순 없지만 그저 내가 네 곁에 있을게 좀 울어도 돼 유난히 더 추웠던 밤이었잖아 잠들 수도 없는 이 밤 말없이 울어도 돼 스치듯 이 밤도 지나갈테니 이 밤 소란스러운 하루의 끝에서 왠지 어딘가 쓸쓸한듯한 
"
25,25,  추워  Feat  Mood  amp  Feel  무드앤필            , 투에스  ,발라드,"난 너무 추워 이불을 싸매도 끝이 없는 겨울 같아 매일이 비에 젖는 기분이 들어 내 마음이 눅눅하고 차가워 썩어 가는 거 같아 내 모든 게 병이 들어 가 내 마음 모든 곳 난 너무 추워 햇살 가득한 오늘을 끝없이 맞이해도 초점 없는 눈동자는 already lost 모든 말은 on the tip of my lips 꿈을 꾸듯 기억 속에 떨어져 I fall further down It's too slow here And cold 내 숨이 닿는 모두 곳 전부 It's cold Just tell me your hope in life 여긴 너무 어렵고 숨을 곳도 없어 그렇다고 내게 방법 있는 건 아냐 여긴 너무 외로워 숨지 않아도 꽃을 피우는 법을 잊은 거 같아 햇살 가득한 날이면 뭐해 꽃잎 하나 날리지를 않아 여긴 너무 추워 숨 쉬지 않아도 내 안이 온통 얼어 가는 것 같아 초점 없는 눈동자는 already lost 모든 말은 on the tip of my lips 꿈을 꾸듯 기억 속에 떨어져 I fall further down It's too slow here And cold 내 숨이 닿는 모두 곳 전부 It's cold Just tell me your hope in life 난 아무 의미 없는 숨을 뱉고 다른 이에 눈에 나를 가 둬 겨울 끝에 꽃이 피길 기대해 It's too slow here And cold 내 숨이 닿는 모두 곳 전부 It's cold Just tell me your hope in life 
"
26,26,  걱정말아요  Don t Worry           , 이민영  span    span 강신효  ,발라드,"고마워요 그대 그 모습 나에게 전부 전해준사랑 결코 쉽지 않던 우리 운명을 다시 찾을수 있다면 내 눈물이 앞을 흐리죠 더 이상 그댈 찾지 못하게 결코 쉽지 않던 우리 운명을 그대 함께하고 싶어 기도할게요 세상이 갈라놓아도 그대 늘 행복하길 걱정 말아요 이 아픈 이별 항상 나 기억할테니 여린 내마음이 내 모습이 더는 아프지않게 걱정 말아요 단 하루라도 우리 깊었던 사랑에 이제 모든것을 내려놓고 행복 하기만을 바래요 약속 해줘요 험한 이 세상속에서 그대 늘 이겨내길 걱정 말아요 이 아픈 이별 항상 나 기억 할테니 여린 내 마음이 내 모습이 더는 아프지 않게 걱정 말아요 단 하루라도 우리 깊었던 사랑에 이제 모든것을 내려놓고 행복 하기만을 바래요 걱정 말아요 이 아픈 이별 항상 나 기억할테니 여린 내마음이 내모습이 더는 아프지않게 걱정 말아요 나의 사랑아 모진 이 아픈 사랑아 우리 먼훗날에 다시만나 기쁨의 눈물을 나눠요 
"
