,title,artist,genre,lyric
10,  개나리 사랑          , 신인선  미스터싱싱   ,성인가요 트로트,"노오란 톡 개 나리가 톡 터져서 내맘을 살랑살랑 피어나요 참으려해도 사랑에 꽃이 피어나요 얼어있던 이가슴에 벌나비 날아 이리저리 참아보아도 뜨거운 태양 꽃을 틔워요 아찔한 당신 봄날의 꽃이여 노랗게 틔운 개나리 사랑 노란 톡 개나리 사랑 떨리는 당신 향한 내맘 푸른하늘 아래 넌실넌실 햇살좋은 담장이되어 뜨거 운 사랑 봄을 틔우리 봄동산 이가슴에 향기가 베어 눈부셔 몸부림치며 뜨거운 태양 꽃을 틔워요 아찔한 당신 봄날의 꽃이여 노랗게 틔운 개나리 사랑 노란 톡 개나리 사랑 노란 톡 개나리 사랑 
"
11,  샤랄라          , 차서원  ,성인가요 트로트,"샤랄라 내 마음에 바람이 분다 두리 두둥실 떠다니는 저 구름처럼 그대만의 향기가 분다 샤랄랄라 지금 이 순간 그대만 보여 세상에 하나뿐인 내 사랑 왜 이제 나타났나요 매일 밤 나는 그대 생각에 뜬눈으로 밤을 지새 백지와 같은 나의 마음에 사랑을 뿌렸죠 샤랄라 내 마음에 바람이 분다 두리 두둥실 떠다니는 저 구름처럼 그대만의 향기가 분다 어디 갔다 나타났나요 나만의 사랑 내 맘이 두근두근 거려요 오로지 그댄 내 사랑 매일 밤 나는 그대 생각에 뜬눈으로 밤을 지새 백지와 같은 나의 마음에 사랑을 뿌렸죠 샤랄라 내 마음에 바람이 분다 두리 두둥실 떠다니는 저 구름처럼 그대만의 향기가 분다 샤랄라 두리 두둥실 떠다니는 저 구름처럼 그대만의 향기가 분다 샤랄라 내 마음에 바람이 분다 두리 두둥실 떠다니는 저 구름처럼 그대만의 향기가 분다 
"
12,  미련 하나          , 이홍탁  ,성인가요 트로트,"바람부는 들길을 따라 하염없이 걷는다 꽃구름도 둥신 떠가고 내마음도 떠간다 산다는게 행복인거야 나는 그걸 몰랐네 외로워도 워로워말자 바람같은 세상아 가리라 가리라 내인생을 찾아서 가리라 가리라 높은 곳을 찾아서 힘들어도 괴로워도 웃으면서 걸어가리라 가슴 속에 피는 그리움 붉게 붉게 타는데 미련하나 남겨둔 채로 너를 찾아 떠난다 세상아 바람부는 들길을 따라 하염없이 걷는다 꽃구름도 둥신 떠가고 내마음도 떠간다 산다는게 행복인거야 나는 그걸 몰랐네 외로워도 워로워말자 바람같은 세상아 가리라 가리라 내인생을 찾아서 가리라 가리라 높은 곳을 찾아서 힘들어도 괴로워도 웃으면서 걸어가리라 가슴 속에 피는 그리움 붉게 붉게 타는데 미련하나 남겨둔 채로 너를 찾아 떠난다 세상아 가슴 속에 피는 그리움 붉게 붉게 타는데 미련하나 남겨둔 채로 너를 찾아 떠난다 세상아 
"
13,  중년          , 송인명  ,성인가요 트로트,"엄마는 팔뚝이 굵어지고  아빠는 다리가 가늘어져  사연없는사람  말수 적은 사람  보기힘든 우린중년  아빠는 엄마같은여자가  되어가고  엄마는 남자가 되어버린  바깥양반 우리아빤 집에만  집사람엄마는  친구들과 밖으로 밖으로  중년은 품격있는 인생  숙성된 청춘  들은 거 못들은 척  보고도 못본 체  중년은 황금기  중년은 황금기  애쓴 나에게 박수 박수  애쓴 나에게 박수 박수  멈춰있는 세월어디에  후회없는 인생어디에에에  중년은 황금기  애쓴 나에게 박수 박수  엄마는 팔뚝이 굵어지고  아빠는 다리가 가늘어져  사연없는사람  말수 적은 사람  보기힘든 우린중년  아빠는 엄마같은여자가  되어가고  엄마는 남자가 되어버린  바깥양반 우리아빤 집에만  집사람엄마는  친구들과 밖으로 밖으로  중년은 품격있는 인생  숙성된 청춘  들은 거 못들은 척  보고도 못본 체  중년은 황금기  중년은 황금기  애쓴 나에게 박수 박수  애쓴 나에게 박수 박수  멈춰있는 세월어디에  후회없는 인생어디에에에  아끼는 병 안녕안녕 아끼는 병 안녕안녕 모든병이여 안녕안녕 모든병이여 안녕안녕 중년은 황금기 
"
14,  능소화          , 성심이  ,성인가요 트로트,"능소화라 부르리까 어사화라 부르리까 님향한 그리움을 참지 못하는 줄기를 손을 삼아 줄기를 손을 삼아 담을 넘는 꽃이여 전생에 그 무슨 사연이 있어 무더운 여름날에 곱게도 피어나서 시들기전에 시들기전에 그렇게 피고지는가 능소화라 부르리까 어사화라 부르리까 말못할 그리움을 견디지 못해 줄기를 손을 삼아 줄기를 손을 삼아 담을 넘는 꽃이여 전생에 그 무슨 사연이 있어 기나긴 여름날에 곱게도 피어나서 시들기전에 시들기전에 그렇게 지고마는가 시들기전에 시들기전에 그렇게 피고지는가 
"
15,  초등학교 운동장에 서면          , 김병걸  ,성인가요 트로트,"사는 게 시들해지고 일이 손에 안 잡힐 때면 초등학교 운동장엘 찾아가 보네 저기 저 운동장에서 내가 내가 달렸는데 세월이 뺏어간 나의 운동장 이제는 등수 다툴 경주도 없는데 그날인 듯 가슴이 왜 뛰는 걸까 초등학교 운동장에 서면 선생님 부르는 소리 유리창에 머물다 가면 살그머니 교실 문을 열어도 보네 저기 저 복도 끝에서 내가 내가 놀았는데 세월이 뺏어간 나의 책걸상 이제는 야단맞을 숙제도 없는데 그날인 듯 가슴이 왜 뛰는 걸까 초등학교 교실에 서면 그 날인듯 가슴이 왜 뛰는 걸까 초등학교 운동장에 서면 
"
16,  나만나만  Long Ver            , 김영이  ,성인가요 트로트,"아침햇살에 설레는 내마음 눈부신하늘 너무 좋아 우우우 가득안고 우우우 무슨말 건네볼까 그대를 만나면 나는 나는 무슨 말을 건네볼까나 그대를 처음 보면 많은 이야기들 우우우 보고싶어 내 곁에 있어주세요 비 개인 하는같이 높고 푸른 가을 하늘 영롱한 당신마음 보고싶어 우우우 나만 나만 그대를 만나면 나는 나는 무슨 말을 건네볼까나 그대를 처음 보면 많은 이야기들 우우우 보고싶어 나만 바라봐요 사랑합니다 
"
17,  가슴속에 묻어둔 사랑          , 안혁  ,성인가요 트로트,"그대가 그리워서 그리워서 바람이 전하는 그대의 향기 그대 얼굴 가슴속에 묻어놓고 오늘도 그리워서 지세웁니다 쓸쓸함을 뚫고 나온 새벽 바람에 말없이 떠나버린 그대 향기 그리워 소슬바람 불어오고 낙엽 날리면 바람이 전해오는 다정한 그 말 바람이 불러온다 바람이 싣고온 그리운 사랑 그리워서 그리워서 불러봅니다 그대 향기 전해주는 그대는 바람이려나 쓸쓸함을 뚫고 나온 새벽 바람에 말없이 떠나버린 그대 향기 그리워 소슬바람 불어오고 낙엽 날리면 바람이 전해오는 다정한 그 말 바람이 불러온다 바람이 싣고온 그리운 사랑 그리워서 그리워서 불러봅니다 그대 향기 전해주는 그대는 바람이려나 그대는 바람이려나 
"
18,  쿠바로 갈거야          , 김종민  ,성인가요 트로트,"쿠바로 갈거야 쿠바에 갈거야 하늘색 올드카를 타고 와우 노랑 긴 스카프 휘날리며 붉은 입가 미소 띄우며 쿠바에 갈거야 쿠바로 갈거야 바람 그득 스커트를 입고 와우 살사를 출거야 살사를 출거야 흥겨운 리듬에 맞춰 말레콘의 부서지는 파도 온 몸 가득 안으며 뜨거워진 가슴 타는 가슴으로 쿠바를 떠날거야 쿠바로 갈거야 쿠바에 갈거야 체게바라 열정을 와우 티셔츠에 담고 산타바바라를 그를 느끼며 걸을거야 쿠바에 갈거야 쿠바에 갈거야 모히또 한 잔 마시며 와우 이브라힘실랜시오 들으며 애환 열정 사랑 느끼며 말레콘의 부서지는 파도 온 몸 가득 안으며 뜨거워진 가슴 타는 가슴으로 쿠바를 떠날거야 쿠바에 갈거야 쿠바로 갈거야 바람 그득 스커트를 입고 살사를 출거야 살사를 출거야 흥겨운 리듬에 맞춰 말레콘의 부서지는 파도 온 몸 가득 안으며 뜨거워진 가슴 타는 가슴으로 쿠바를 떠날거야 쿠바를 떠날거야 쿠바를 떠날거야 
"
19,  무조건 부른다          , 김동현  ,성인가요 트로트,"무조건 부를 거야 나도 가수다 들어주는 사람만 있다면 무조건 부른다 나도 가수다 행복한 사람만 있다면 사랑하는 사람들 앞에서 응원하는 사람들 앞에서 음정이 날아가도 박자가 뛰어가도 무조건 불러 제낀다 둠칫둠칫 두둥 두둥 춤을 추면서 무조건 무조건 무조건 노래 부른다 무조건 부를 거야 나도 가수다 들어주는 사람만 있다면 무조건 부른다 나도 가수다 행복한 사람만 있다면 사랑하는 사람들 앞에서 응원하는 사람들 앞에서 음정이 날아가도 박자가 뛰어가도 무조건 불러 제낀다 둠칫둠칫 두둥 두둥 춤을 추면서 무조건 무조건 무조건 노래 부른다 둠칫둠칫 두둥 두둥 춤을 추면서 무조건 무조건 무조건 노래 부른다 
"
20,  해피데이 happy day           , 문연주  ,성인가요 트로트,"랄랄라 흔들어요 음악에 맞춰서 오늘밤이 다 가도록 춤을 추며 놀아보자 근심도 걱정도 모두다 잊어버려 내일은 내일이야 오늘은 오늘이야 뷰리플 썬데이 해브어 굿타임 우리 모두 사랑에 흠뻑 젖어봐요 외로움은 날려버려 신나게 흔들어봐 황홀한 불빛아래 온몸을 던져보자 젊은날은 선물이다 행복한 오늘이다 이 순간을 즐겨봐요 사랑에 빠져봐요 랄랄랄라 랄랄랄라 해브어 굿타임 랄랄라 흔들어요 음악에 맞춰서 오늘밤이 다 가도록 춤을 추며 놀아보자 근심도 걱정도 모두다 잊어버려 내일은 내일이야 오늘은 오늘이야 뷰리플 썬데이 해브어 굿타임 우리 모두 사랑에 흠뻑 젖어봐요 외로움은 날려버려 신나게 흔들어봐 황홀한 불빛아래 온몸을 던져보자 젊은날은 선물이다 행복한 오늘이다 이 순간을 즐겨봐요 사랑에 빠져봐요 랄랄랄라 랄랄랄라 해브어 굿타임 랄랄랄라 랄랄랄라 해브어 굿타임 
"
21,  윷놀이야          , 장호승  ,성인가요 트로트,"도개걸윷모 모야 도개걸윷모 모야 놀아보세 놀아보세 윷판으로 놀아보세 던져보세 던져보세 윷가락을 던져보세 이세상에 근심걱정 우리모두 떨쳐버리고 하늘높이 던져보세 윷가락을 던져보세 잘난사람 잘났다고 윷모만 나오더냐 못난사람 못났다고 도개만 나오더냐 걸도 있고 뒷도도 있고 낙판도 있지 않더냐 하늘높이 던져보세 근심걱정 날려보세 도개걸윷모 모야 도개걸윷모 모야 대한민국 윷 놀이야 잘난사람 잘났다고 윷모만 나오더냐 못난사람 못났다고 도개만 나오더냐 걸도 있고 뒷도도 있고 낙판도 있지 않더냐 하늘높이 던져보세 근심걱정 날려보세 도개걸윷모 모야 도개걸윷모 모야 대한민국 윷 놀이야 윷이야모야 모야 윷이야모야 모야 대한민국 윷 놀이야 모야 
"
22,  어쭈구리          , 지애  ,성인가요 트로트,"어쭈구리구리 어쭈구리구리  요것봐라바라 요것봐라바라  알고도 모르는척 속아주니  헤이 잘도둘러대네  쓰리슬쩍 넘기지마 얼렁뚱땅하지마  아니땐 굴뚝에 연기나랴  허풍으로 사는남자 잘알지  허세로 사는여자 잘봤지  한평생을 폼생폼사 룰루랄라  헤이헤이 살다가  접시물에 코박고 후회하잖아  집에서도 나야 집에서도 나야  나가서도 나야 나가서도 나야  제멋대로 살다가 쪽박신세 되는  그런인생 살지마  요즘세상 만만에 콩콩 콩떡이야  어쭈구리구리 어쭈구리구리  요것봐라바라 요것봐라바라  알고도 모르는척 속아주니  헤이 잘도둘러대네  쓰리슬쩍 넘기지마 얼렁뚱땅하지마  아니땐 굴뚝에 연기나랴  허풍으로 사는남자 잘알지  허세로 사는여자 잘봤지  한평생을 폼생폼사 룰루랄라  헤이헤이 살다가  접시물에 코박고 후회하잖아  집에서도 나야 집에서도 나야  나가서도 나야 나가서도 나야  제멋대로 살다가 쪽박신세 되는  그런인생 살지마  요즘세상 만만에 콩콩 콩떡이야  요즘세상 만만에 콩콩 콩떡이야 
"
23,  냉수 먹고 속차려          , 라진평  ,성인가요 트로트,"이사람아 냉수먹고 속차려  안될일이 무조건  고집부린다고 될 줄아나  될 줄아나 그건 허튼 시간 낭비야  죽자죽자 싫다는데 밉다하는데  어쩌자고 멍청하게 미련 못버려  철없는 아이처럼 치근거리나  정신차려 사랑은 눈 먼게아냐  눈 먼게 아냐  이사람아 냉수먹고 속차려  떡줄사람 아무런  생각없는데도 무얼바래  무얼바래 모든것이 끝난일이야  이것 저것 다 준데도 정 안가는데  속도 없이 능청맞게 머뭇거리며  철없는 아이처럼 치근거리나  정신차려 사랑은 눈 먼게아냐  눈 먼게 아냐  정신차려 사랑은 눈 먼게아냐  눈 먼게 아냐  눈 먼게 아냐 
"
24,  구름에 달 가듯          , 오승근  ,성인가요 트로트,"살다 보니 별 것도 아닌데 너무 많은 고민들 하곤 한다 사뿐히 걸어도 될 법도 한데 갈 길은 멀다 울고 불고 잘 난 게 뭐냐 잘 사는 게 뭐시냐 생로병사 그늘 아래 모두 고개 숙여 별 남자가 있냐 별 여자가 있더냐 이고도 지고도 못 갈 것을 하늘아랜 네가 땅을 딛는 내가 또 볼 수 있으니 어깨춤이 절로 얼씨구나 좋다 얼씨구나 좋다 지화자 좋네 지화자 좋네 한잔 술 걸치니 그만 일세 천 년을 살래 만 년을 살래 변하지 않는 것이 무엇이더냐 꽃도 보고 님도 보고 구름에 달 가듯 나들이나 가세 30대엔 시속 30 50대는 시속 50 70대엔 겁나게 빨라 아가는 아장아장 잘 난 게 뭐냐 잘 사는 게 뭐시냐 생로병사 그늘 아래 모두 고개 숙여 별 남자가 있냐 별 여자가 있더냐 이고도 지고도 못 갈 것을 하늘아랜 네가 땅을 딛는 내가 또 볼 수 있으니 어깨춤이 절로 얼씨구나 좋다 얼씨구나 좋다 지화자 좋네 지화자 좋네 한잔 술 걸치니 그만 일세 천 년을 살래 만 년을 살래 변하지 않는 것이 무엇이더냐 꽃도 보고 님도 보고 구름에 달 가듯 나들이나 가세 
"
25,  술보다 더 독한 세월          , 오선장  ,성인가요 트로트,"그대는 술이 독하다 하셨던가요 나는 세월이 더욱더 독하더이다 술은 자고 일어나면 깨어 웃는데 세월은 갈수록 더 취해 오더이다 술은 술로 술을 풀 수 있지만 세월은 세월로 세월을 풀 수 없더이다 나는 술을 두고 가만히 살 수 있어도 세월은 나를 가만두지 않더이다 술은 술로 술을 풀 수 있지만 세월은 세월로 세월을 풀 수 없더이다 나는 술을 두고 가만히 살 수 있어도 세월은 나를 가만두지 않더이다 세월은 나를 가만두지 않더이다 
"
26,  인생 브라보          , 김세준  ,성인가요 트로트,"의식주만큼 소중한 당신과 함께 한 세월 고통과 힘겨움의 연속였지만 사랑의 힘으로 살았다 바람아 불어라 사랑 바람아 신바람나게 불어라 단비야 내려라 흠뻑 내려라 철철철 흘러 넘쳐라 이렇게 산들 어떠리 저렇게 산들 어떠리 어차피 한평생인걸 당신과 나를 위하여 우리의 사랑위하여 잔을 들자 브라보 다이아처럼 빛나는 당신과 함께한인생 힘들어 눈물날땐 나를 안아준 사랑의 힘으로 버텼다 바람아 불어라 사랑바람아 신바람나게 불어라 단비야 내려라 흠뻑 내려라 철철철 흘러넘쳐라 어여쁜인생 사랑길 싱그런인생 행복길 우리의 정이 젖은길 뜨거운 삶을 위하여 불타는 사랑위하여 잔을 들자 브라보 잔을 들자 브라보 브라보 
"
27,  이젠 웃어요  봄이에요  봄          , 진산풍월  ,성인가요 트로트,"쌓였던 눈들이 녹고 세상엔 다시 싹이나요 숨죽인 시냇물도 다시 흐르죠 랄랄랄랄라 랄랄라 봄 소리 들어봐요 랄랄랄랄라 랄랄라 심장이 다시 뛰어요 마스크를 벗어 봐요 맑은 공기를 마셔요 이젠 서로 안고서 깡충깡충 뛰어도 돼요 랄랄랄랄라 랄랄라 랄랄랄랄라 랄랄라 만나는 사람 누구나 서로 악수하며 인사해요 봄이에요 봄 봄 어둡고 두렵던 시간들 분노와 좌절의 나날들 길고긴 겨울이 갔어요 이제는 웃어 봐요 또다시 꿈을 꿔야지요 봄이에요 봄 봄 햇볕이 따스한 날에 산으로 들로 나가봐요 겨우내 움츠렸던 꽃도 다시 피었죠 랄랄랄랄라 랄랄라 휘파람 불어가며 랄랄랄랄라 랄랄라 꽃처럼 활짝 웃어요 스쳐가는 바람 소리 파란 하늘에 새소리 우릴 보고 노래해 흔들흔들 춤추게 하네 랄랄랄랄라 랄랄라 랄랄랄랄라 랄랄라 잊고 있었던 가족과 손에 손을 잡고 떠나 봐요 봄이에요 봄 봄 겨우내 참았던 슬픔도 겨우내 쌓였던 미움도 가슴을 누르던 응어리 이제는 내려놔요 사랑할 시간이 온 거죠 봄이에요 봄 봄 
"
28,  언제나 청춘          , 이홍탁  ,성인가요 트로트,"오빠라고 불러다오 오빠라고 불타는 청춘이다 무슨 말을 그리합니까 섭섭하구려 멋진세상 멋진인생 오늘도 길을 나선다 저 태양을 바라보며 멋지게 걷는다 폼생폼사 백세인생 언제나 청춘 언니라고 불러다오 영혼을 불태운다 화산처럼 타는 내 가슴 누가 알겠소 눈감으면 스쳐간다 지나온 세월 영화처럼 흘러간다 멋지고 멋지게 인생살이 별거있나 웃으며 살다갑시다 영화처럼 흘러간다 멋지고 멋지게 인생살이 별거있나 웃으며 살다갑시다 
"
29,  인생길          , 송별이  ,성인가요 트로트,"구름 따라 정처 없이 떠도는 인생길 앞서거니 뒷서거니 벗 삼은 세월에 간다고 원망 말고 아니 간다 재촉을 마라 세상사 고달파도 웃으며 살자 바람처럼 스쳐가는 인생 길인데 무슨 미련 그리 많아 멈추려 하냐 어느 누가 세월을 멈출 수 있나 누구나 가는 인생길 세월 따라 하염 없이 흘러간 인생길 아쉬워도 가고 파도 돌아갈 수 없는데 모진세월 걷다 보니 잔 주름이 늘어만 가네 세상사 고달파도 웃으며 살자 바람처럼 스쳐가는 소풍 길인데 꽃 길 따라 가는 길이 최고 아니냐 세월의 길은 아니 갈 수 없는 길 누구나 가는 인생길 세상사 고달파도 웃으며 살자 바람처럼 스쳐가는 인생 길인데 무슨 미련 그리 많아 멈추려 하냐 어느 누가 세월을 멈출 수 있나 누구나 가는 인생길 세월의 길은 아니 갈 수 없는 길 누구나 가는 인생길 막을수 없는 인생길 
"
30,  내 말이 맞지          , 김호건  ,성인가요 트로트,"내 말이 맞지 내 말이 맞지  결국엔 내 말이 맞지 내 말이 맞지  거 봐 내 말이 맞지  그렇게 떠들어 대더니  내 말을 무시하더니  결국엔 내 말이 맞지  온종일 입씨름에 피곤했는데  이래저래 결론은 내 말이 맞지  네 말이 옳다 빡빡 우겼었는데  이 세상 누가 봐도 내 말이 맞지  이제는 그냥 믿어봐 내 말을  결국엔 내 말이 맞지 내 말이 맞지  거 봐 내 말이 맞지  결국엔 내 말이 맞지 내 말이 맞지  거 봐 내 말이 맞지  그렇게 떠들어 대더니  내 말을 무시하더니  결국엔 내 말이 맞지  온종일 입씨름에 피곤했는데  이래저래 결론은 내 말이 맞지  네 말이 옳다 빡빡 우겼었는데  이 세상 누가 봐도 내 말이 맞지  이제는 그냥 믿어봐 내 말을  결국엔 내 말이 맞지 내 말이 맞지  거 봐 내 말이 맞지  거 봐 내 말이 맞지  내 말이 맞지 
"
