title,reviews
콜레트,"음악 신동 모짜르트의 사생활이 얼마나 짐승처럼
문란했었는지에 대해선 영화 <아마데우스  1984>
에서도 잘 보여졌다.

그리고 학창 시절 음악시간에 배운 이름만 대면
세상 사람들 누구나 다 아는 유명하다 못 해
위대(?)한 음악가들의 일생에 대한 이야기엔
단 한 명도 예외없이 공통적으로 언급되는
부분이 있다.

새로운 곡을 떠올리기 위해 그들은 언제나
수많은 여자들과 끝없이 관계를 가졌다.

오늘날에도 뭔가 큰 업적을 남긴 작가들중엔
동성연애자들이 놀라울 만큼의 비중을 차지하고
있다.

현재 상영중인 실존 인물을 다룬 영화 <콜레트>.

콜레트의 남편이 저지른 악행이 훨씬 더 컸기에 
사람들중 이걸 언급하는 자가 많진 않으나
콜레트도 엄연히 결혼을 한 여자가 남편에게
공개적으로 밝히며 다른 남자와 결혼한 여자랑
관계를 가지는 장면이 나온다.

양성연애자였던 것이다. (실존 인물 콜레트가
정말로 양성연애자였는지에 대해선 확인을
해 볼 예정)

아래와 같은 생각을 해 본 사람이 이 세상에
나 혼자뿐일지... 아님 더 있을지 궁금하다.

왜 유명한 작가들은 한결같이 문란한 성생활을
가졌을까?

그렇게 살지 않으면 정말로 새로운 걸작을 창작해
낼 수 있는 아이디어가 안 떠올라 그랬던 것인지...

아님 그와 상관없이 단지 우연의 일치일 뿐인지...

근데 우연의 일치라고 말하기엔 역사적으로 수많은
작가들 중 문란하게 살지 않았던 사람을 찾기가
너무 어렵다 보니 나는 전자라고밖엔 말 할 수
없어 보인다.

신(GOD)은 정말 인간이 문란한 성행위를 가지지
않으면 뭔가 크게 뜰 창작을 해낼 능력이 생기지
않도록 창조하신 걸까?

그게 맞다면 길은 두가지 뿐이다.

짐승처럼 살며 크게 뜰 것인지...
아님 깨끗한 대신 평범하게 살 것인지...

 "
콜레트,"느슨하게 묶었다 해서
목줄을 묶지 않은 것은 아니야

19세기 말
여성의 자각과 운동이
예술 혹은 사회에서
용인되었음에도
불구하고

21세기에도 여전히
남자가 알아서 해 라는 폭력이
늙은 것들 뿐 아니라
젊은 연예인까지도
만연되어 있는 작태

이토록 싸구려 남성 우월주의와
편협된 가학성은
왜 이런 영화를 양산함에도
변하지 않는걸까

불어대사가 아닌
영어대사가 아쉬웠던
영화 콜레트

참 쉽지않다
여자가 아닌 동등한 사람으로
서로를 대우 하는 것

우리 기성세대만의 책임일까?

침이 말랐던 영화

 "
쿠르스크," 안녕하세요. 케이론입니다!

오늘 리뷰할 영화는

쿠르스크입니다.


지극히 개인적인 몇 줄 평




2000년 8월  쿠르스크호는 두 차례에 걸친
내부 폭발로 침몰했다. 알래스카의 지진계에도
기록될 만큼 강력했던 폭발이라고 한다.
당시의 이야기를 바탕으로 제작된 영화이다.

<더 헌트>의 토마스 빈터베르그가
감독을 맡고 <러스트 앤 본>  <레드 스패로>의
마티아스 쇼에나에츠와 <킹스맨>의
콜린 퍼스  <가장 따뜻한 색  블루>의
레아 세이두가 주연을 맡았다.
그들의 연기는 말이 필요 없다.

다만  포스터가 주는 콜린 퍼스에 대한
기대감만큼의 비중은 없으니
참고하길 바란다.
감독은 첫 촬영을 시작하기 전
“우리는 돌아가신 분들에 관한 영화를 만들려고
한다. 그들을 기리는 마음으로 작업하고 
그들을 배신하거나 이용하지 않을 것이다.
항상 정직하고 공평한 시선으로 작업하자”라며
스탭  배우  그리고 군인들 앞에서 선언했다고 한다.

과장되지 않고
불필요한 부분들이 없다.
꾸밈이 없이 깔끔하다. 덕분에
의도가 더욱 부각된다.
감독의 의도가 뚜렷하고
영화 또한 그 의도를
충실히 수행한다.

 급작스런 상황 전개로
주의를 집중시키고
적절한 사운드 활용과
상황 설정으로 그 몰입감을
무난히 끌고 간다. 또한
사건 전후의 분위기를 대비시켜
극의 분위기를 극대화한다.

본 영화에 사용된 촬영 기법은
스크린을 통해 볼 때 더욱 와닿으니
극장에서 보는 걸 추천드린다.

극 중 아역 배우인
아르테미 스피리도노프가
인상적이다. 그의 표정과 눈빛이
대사보다 많은 것을 말한다.

감동적인 영화는 아니다.
몇몇 상황들에
답답하고 짜증이 났다.
실화를 바탕으로 했기에
더욱 화가 났다.
너무나 비극적인 이야기이다.

두 번 다신 일어나선 안 될
마음 아픈 이야기이다.


아래의 링크를 통해 블로그를 방문하시면
해당 영화뿐만 아니라 다양한 영화에 대한 블로그 운영자의
지극히 개인적인 평가 및 평점을 스포없이 짧은 글로 확인하실 수 있습니다.

조금이나마 도움이 되셨다면 추천 부탁드립니다!!

케이론 : 네이버 블로그
추후 다양한 주제로 포스팅 할 예정이며 현재는 영화와 관련하여 포스  "
쿠르스크,"쿠르스크
감독
토마스 빈터베르그
출연
마티아스 쇼에나에츠  콜린 퍼스  레아 세이두
개봉
2019.01.16. 프랑스  벨기에
평점
리뷰보기

 
영화의 간단한 줄거리를 요약하자면
2000년  침몰한 러시아 핵잠수함 쿠르스크호 실화 사건을 바탕으로 하고 있다.

잠수함은 침몰했고  정부는 무능했다.
자신들의 이익만을 위해  국가를 위한다는 명분아래 군인들을 지켜주지 않았다.

군인은 국가와 가족과 국민을 지키려 노력했지만
국가는 군인들도 또 그의 가족들도 지켜주지 않았다.
이를 지켜보는 국민조차 지켜주지 않았다.

사실 영화를 보면 슬픈마음  감동  애도 보다는
답답하고 착잡하고 약간의 증오심마저 든다.

얼마나 무능하고 이기적이고 저열한지가
영화에 어느정도 드러나기 때문이다.

사고의 원인이나 사고 대상자들은 다소 다를지라도
세월호와 천안함 사건들 생각이 자연스레 나서 더 우울했던 영화였던거 같다.
극장 나설때 마음이 많이 무거웠다.

러시아 사건을 배경으로 하지만 러시아어로 진행되지 않는다
극중 내용이 영어로 진행되기때문에 의아했었다.
다시 생각해보면 러시아 배우가 이런 러시아 비판적인 영화에 출연하면
정말 살아남을수 있을지 그 역시도 걱정스럽기 때문에
그 부분은 뭐 뒤로 접어두기로 한다."
쿠르스크,"쿠르스크
감독
토마스 빈터베르그
출연
마티아스 쇼에나에츠  콜린 퍼스  레아 세이두
개봉
2019.01.16. 프랑스  벨기에
리뷰보기
초보영화평론 -소소한 거북이-
시사회 관람 - cgv 용산아이파크몰-
줄거리: 핵잠수함 쿠르스크에 승선한 직후 두 차례 폭발로 큰 구멍이 뚫리면서 벌어지는 선상속 삷과 선상밖 사람들의 이야기를 다룬 드라마
평론(리뷰): '시간을 헛되이 보냈다'라고 설명하기 적합한 영화
'시간이 조금만 더 빨랐다면 그들은 아마 살아남아 좋은 남편  좋은 아들이 되지 않았을까? 라는 생각만 가득한 영화였다. 그 내용 속을 보면 정부는 두마리 토끼(자신의 이익과 국가의 이득)를 잡겠다고. 자꾸 뒤로 미루고  기술력이 부족하여 뒤로 미루고 미루다가 결국 그들로 인해 소중한 목숨을 잃어버린 피해자들의 골든타임을 놓치는 모습을 보면서 약간 우리나라의 세월호와 비슷한 모습을 보여준 영화가 아니었나라는 핵심점을 제시한 영화
리더십에 대한 좋은 지향점을 제시해준 영화
이 영화 속 좋은 리더십은 모든 배우들을 통해 제시가 된다. 우선 미하일은 영화 속에서 극한 상황 속에서도 '호랑이 굴에 들어가도 정신만 차리면 산다'라는 방법을 통해 규칙을 지키고  확 휘어잡아 하나 둘 해야할일을 분담시키는 약간 삶 속에서의 에너지 드링크같은 역할을 제시하고  타냐는 미하일의 아내로써 남편은 선상 속 삶이라면 아내는 선상 밖 안정감을 부여하는 사람으로써 정부가 고구마같은 의견을 부여하면 그녀는 사이다를 터트리며 남편을 걱정하는 아내를 토닥토닥 두드려주면서 걱정해주는 리더십을 보여주면서 공감의 매력을 지닌 약간 따뜻한 우유같은 역할을 하는 여인이다. 이 둘의 매력을 통해 리더십의 이상향을 제시하는 영화였다. (우리나라도 이렇게 둘믜 매력을 합쳐 우리 사회에 필요한 인재상의 롤모델을 간접적으로나마 보여준 영화)
목숨을 무시하고 간과성을 다룬 영화
이 영화 속 가해자들은 왜 피해자들의 목숨은 생각을 안하고 가해자들만 지네 지키겠다고 그렇게 살았는가? 에 대한 불만을 보여주는 영화다.
(스포o) 해군들이 부르는 뱃노래 속에서 ' 우린 뱃사람들  목숨과 손을 이곳에'라는 노래를 부르며 그들의 상황에 대한 암시를 부여하지 않았나라는 생각을 한다. 윗사람들의 말 속에서 '이곳에서 죽는게 영광이다'라는 말을 통해 해군이 이곳에서 죽는 것이 왜 영광인가? 이겨서 살아남아 살아가는 것이 더 영광이 아닌가? 라는 생각만을 부여함으로써 만약 역지사지로 그들이 위험에 처했다면 그들은 죽자살자고 노력하지 않았을까? 마치 그들 일이 아니듯이 보여주는 장면하나하나가 약간 가해자에 대한 불만이 가득히 제시된 영화다.
거북이의 평론
순응의 참혹한 결과를 다룬 영화
여기에서 또 한번 세월호의 이야기를 하고 싶다. '위에서는 계속 기다리라고 했는데.. 그들은 구해주지도 않고.. 결국 나간 사람들은 살고. 지킨 사람들은 죽는 모습을 보면서 정말 참혹한 결과였다. 이 영화를 통해서도 '어뢰 온도 높다고 미리 방출하자고 했는데. 시간 지키라고' '지원하고 싶어도 러시아는 감추려고 하는거 때문에 기다리고' 이러한 것을 보면서 순응하면 살아남는다는 생각을 버리게 할수 있는 동기를 부여(관념을 탈피시키는) 영화다.
극한 상황& 행복의 대비를 통한 삶의 즐거움을 강조한 영화
이 영화는 쿠르스크 호에 갇혀 사느냐 죽느냐를 갈팔징팡하는 사람들의 이야기를 다룬다. 그런데 그 삶속에서 그들은 행복하게 마지막을 즐기고 마음껏 먹는 그러한 모습들이 제시가 되면서 힘들어도 그 순간만큼은 행복할수 있다. 피하지 말고 즐겨라라는 메시지를 담기 위해 그러한 장면이 나온게 아닌가 하는 감독의 의도가 조금 가미되었을것 같다는 영화다.
* 미샤 배우의 신스틸러가 강렬한 영화
미샤 배우의 (어린이) 관점으로도 보여주는 장면들은 부의 부재로 인한 슬픔을 제시한다. 유가족의 현 모습을 드러내듯이..
시계- 아버지의 유품으로써 영원히 간직하고 기억하는 매개체
한줄론: 왜 규칙을 지켜도 좋은 일이 아닌가? 소수를 버리고 다수를 선택한것이 잘한 선택인가?"
쿠르스크,"결국 모두가 잠수함에서 구조되지 못하고 죽고마는 가슴아픈 실화 영화.
던져주는 메시지도 있을 것 같고 콜린퍼스가 주인공으로 나온다기에....

그러나 영화는 엉성함으로 일관하고 주연인 줄 알았던 콜린퍼스 형님은 존재감 없는 배역.
기억에 남는건 주인공 와이프의 거친 항변연기와 오멘의 데미안을 연상케하는 어린 아들의 얼굴 뿐.
세월호의 가슴아픔을 겪은 우리의 감성을 자극하려 했지만 그건 아닌 듯.





결국 모두가 잠수함에서 구조되지 못하고 죽고마는 가슴아픈 실화 영화.
던져주는 메시지도 있을 것 같고 콜린퍼스가 주인공으로 나온다기에....

그러나 영화는 엉성함으로 일관하고 주연인 줄 알았던 콜린퍼스 형님은 존재감 없는 배역.
기억에 남는건 주인공 와이프의 거친 항변연기와 오멘의 데미안을 연상케하는 어린 아들의 얼굴 뿐.
세월호의 가슴아픔을 겪은 우리의 감성을 자극하려 했지만 그건 아닌 듯."
쿠르스크,"영화 쿠르스크를 시사회로 보고 왓네요
영화홍보문구처럼 콜린퍼스 가 전하는 애도의 진정한뜻이 무엇일까 생각햇는데
정말 이영화보니 애도도 잇지만 은근 답답한 마음만 생기는 영화네요
물론 저만 그렇겟지만 정말 러시아의 행동이 너무나 열받아서
마치 우리나라 예전 정부를 보는것 같은 느낌이 만이 드네요
주민대표로 활약하는 레아세이두 정말 이영화에서 너무나 멎진것 같아여
이영화 정말 열받는 영화이기에 두번보면 더눅더 열받을것 같아여
정말 러시아 행동이 너무나 우리의 과거와 똑같은것같아
생각하면 생각할수록 열받게되는 영화네요
맨마지막에 보여준 소년(이름이 기억 안나지만)의 행동에 박수를 보냅니다"
쿠르스크,"쿠르스크
감독
토마스 빈터베르그
출연
마티아스 쇼에나에츠  콜린 퍼스  레아 세이두
개봉
2019.01.17. 프랑스  벨기에
평점
리뷰보기



-MOVIE INFO-
영화 쿠르스크 는 2000년 8월 바렌츠해에 침몰한 쿠르스크호에서 끝까지 생존의 믿음을 잃지 않았던 사람들의
충격적인 실화를 그려낸 영화.
[개요] 드라마  프랑스   벨기에   117분  2019 .01.17 개봉 
[감독] 토마스 빈터베르그
[출연] 마티아스 쇼에나에츠(미하일 카레코프)  콜린 퍼스(데이빗..)

[줄거리]

 평범한 토요일 아침 
 해군 대위 ‘미하일’(마티아스 쇼에나에츠)은 핵잠수함 쿠르스크에 승선한다.
 출항 직후 예기치 못한 폭발로 잠수함이 침몰하고 
 두 번째 폭발로 쿠르스크 선체에 큰 구멍이 뚫린다.
 
 그 시각 남편의 소식을 들은 ‘미하일’의 아내 ‘타냐’(레아 세이두)는
 그의 생사를 확인하려 하지만 아무 소식도 들을 수 없고
 러시아 정부는 영국군 준장 ‘데이빗’(콜린 퍼스)의 구조 지원도 마다한 채 시간만 보내는데…
 
 두 번의 폭발과 침몰한 잠수함  118명 중 확인된 생존자는 단 23명
 그들은 끝까지 믿음을 잃지 않았다.

쿠르스크_스틸컷
 
 
 
 
쿠르스크_예고편


<쿠르스크> 감동실화 공감 시사회 이벤트
 
끝까지 믿음을 잃지 않았던 감동실화 <쿠르스크>
잠수함 속 23명의 이야기를 먼저 확인하고 공감하고 싶다면
<쿠르스크>의 메인 예고편을 확인하고 기대평을 남겨주세요!
추첨을 통해 <쿠르스크> 시사회에 초대합니다!



 
(페이지 작업중)



 영화 쿠르스크 시사회 초대이벤트 리뷰어 드라마 잠수함침몰 거짓과진실 콜린퍼스 문화충전

 "
쿠르스크,"러시아 해군 동료간의 우정도 돈독하고 아들 하나에 두 번째 아이를 기다리는 행복한 해군대위
미하일은 동료의 결혼식에 참가하며 쿠르스크 핵잠수함에 승선하기전의 시간을 즐긴다.
금방 돌아올거라고 믿고 작별인사를...


잠수함에 처음 일어난 폭발부터 현지의 보고를 무시한 윗사람의 잘못된 판단으로 일어나는데 두 번의 폭발로 침몰한 잠수함에 기적적으로 생존한 23명은 구조될거라고 믿으며 모든걸 참고 견디고 애가 탄 가족들은 정부 관계자들에게 빠른 구조 대책을 요구한다.


9일에 걸쳐서 구조작전이 진행되지만 너무나 낡은 장비로 자꾸 실패하는데도 러시아 정부는 군 비밀 유지를 위해
영국 준장 데이빗 콜린 퍼스등 국제 사회가 제안하는 구조 지원을 거절하며 헛되게 시간을 보낸다.

다시 봐도 눈물겨운 생존자들의 마지막까지 살고자 하는 의지와 가족을 보고싶어하는 염원 ㅜ 실낱같이 갖고있던 희망은 러시아 정부의 경직되고 느려터진 구조 작전으로 결국 아픔으로 끝나버린다.

토마스 빈터베르그 감독은 담담하면서 사실적으로 이 안타까운 실화를 생생하게 재현하면서 먹먹한 아픔의 여운을 진하게 남겨주었다. 스윗프랑세즈에서 인상깊은 벨기에 배우 마티아스 쇼에나에츠와 매력적인 프랑스 배우 레아 세이두가 주인공 미하일 부부로 슬픈 공감을 주는 연기를 펼쳤다. 콜린 퍼스는 잠깐 나오고 악역이랄 수 있는 막스 폰 시도우가 씬스틸러였다.
몇년전 우리나라에서도 있었던 
이런 무능의 극치인 구조작전을 두 번 다시는 현실로 접하고 싶지않다고 소망한다."
쿠르스크,"  <쿠르스크> 시사회 후기
끝까지 희망을 버리지 않았던 사람들의 이야기!

 
안녕하세요. 무비라이프입니다. 2019년 1월 17일 개봉 예정인  새해를 여는 먹먹한 슬픔과 감동의 실화 영화 <쿠르스크> 를 언론 시사회로 먼저 만나보았습니다. 개인적으로 인간의 심리를 집요하게 파고드는 아주 섬세한 연출로 전세계를 충격에 빠뜨리며 열광 시켰던 '매즈 미켈슨' 주연의 영화 <더 헌트>(2012) 를 연출한 토마스 빈터베르그 감독의 신작이기에 더욱 기대가 되었던 작품입니다. 영화는 2000년 8월  훈련중 갑작스런 폭발로 침몰한 러시아 해군의 핵잠수함 '쿠르스크' 호의 침몰 사건과 118명의 선원들 중 23명의 생존자에 대한 구조 이야기를 중점적으로 그려낸 작품입니다.

영화의 결말을 보고 나면 정말 뭐라 말로 표현하지 못할 먹먹함과 짙게 드리워지는 여운 어린 감동이 함께 하는 동시에  러시아 정부의 폐부를 정곡으로 찌르는 날카로운 비판의 시선이 함께 느껴지는 아주 숭고하고 의미있는 실화 영화였는데요  침몰된 핵잠수함 '쿠르스크' 속에 고립된 승무원들의 고군분투 생존기가 너무나 애처로워 영화를 보는 내내 관객인 저도 동시에 숨이 턱턱 막힐 정도였네요. 발사 준비 중이던 핵잠수함의 모의 어뢰가 급작스레 내부 폭발하며 잠수함을 산산조각 내고 승무원 대부분을 몰살 시키죠. 수심 108m의 해저 속에서 그나마 가까스로 살아남은 23명의 잠수함 후미쪽 승무원들은 서로가 서로를 위로하며 실낱같은 희망에 모든 것을 걸고 사랑하는 가족을 만나기 위해 처절한 생존의 사투를 벌이게 됩니다.

<쿠르스크> 는 일단 아무것도 없는 그야말로 깜깜하고 차가운 바닷속에 고립된 승무원들이 과연 어떻게 위기를 극복하고 견디는지 그 과정을 정말 안타깝고 조마조마하게 하나의 생존 드라마로서의 긴장감이 상당한 영화입니다. 무인도라면 수렵  채집해 먹을 식량과 체온을 유지하고 몸을 보호할수 있는 적당한 장소나 아이템들도 찾아보면 이곳 저곳 널려있을 테죠. 허나 이곳은 수심 108m 로 맨몸으로 잠수함에서 탈출하여 밖으로 나갔다간 잠수병에 의해 목숨을 잃게 되는 무시무시하게 깊고 고요한 바닷속 입니다. 설상가상 산소는 희박하고 식량도 없고 그나마 모여있는 공간엔 곧 턱밑까지 차오를 물들로 가득하여 축축한 옷과 담요로 버틸수 밖에 없어  계속해서 저체온증과 사투를 벌이며 그야말로 죽음만을 기다리는 상황이기도 하구요. 과연 이 안에서 승무원들은 살아 남을수 있을까요?



 
극한의 상황에서 피어나는 인류애!
그리고 오버랩 되는 2014년 대한민국의 '그 사건'

 
영화는 이런 말도 안되는 극한의 상황 속에서 끝까지 생존을 위해 몸부림치며 서로가 서로를 위하고 필사의 정신으로 모든 것에 임했던 그들의 급박한 위기의 상황들을 디테일하고 긴장감 넘치게 잘 그려내었습니다. 때로는 심리적 압박에 못이겨 무모한 행동으로 내부 분열을 일으키고 이탈하려는 승무원도 생기지만 끝까지 침착함과 냉정함을 잃지 않고 국가에서 자신들을 구해주리라  규정대로 행동하며 희망의 끈을 끝까지 놓지 않습니다.

밀폐된 공간의 산소를 좀더 확보하기 위해 이미 차디찬 물에 잠긴 잠수함 내부를 수영으로 이동하며 무려 3분 이상의 숨을 참으며 잠수 수영을 보여주는 장면에서는 정말 말 한마디  숨소리 하나 나오기가 힘들 정도로 초집중하게 되고 모든 관객들이 숨죽여 지켜본 명장면이었네요. 그야말로 숨막히는 긴장감이 엄청나더군요. 나와 동료의 생명을 위해 죽음까지 각오하고 필사적으로 행동하는 주인공의 대사와 행동들을 비롯하여 추위에 덜덜 떠는 와중에도 썰렁한 농담 한마디가 큰 위로가 되는 처절한 상황 속에서 느껴지는 그 따뜻한 전우애  얼마 남지 않았던 식량들을 한데 모아 추위와 배고픔에 지친 서로를 위로하고 보듬는 생존의 끝자락에서 피어나는 희망... 그들에겐 희망이 정말 절실하고 또 절실했습니다.

이렇게 침몰한 잠수함의 생존자들은 살기 위해 발버둥 치고 노력을 하는 가운데  순조롭게 진행 될 것 같았던 구조  살아남은 승무원들을 모두 무사히 구출 할수 있지 않을까 했던 구조 작업에 찬물을 끼얹은 것은 다름 아닌 러시아 정부. 국민의 생명이 달린 급박한 위기 속에서 국민을 위한 현명하고 빠른 판단 대처가 국민이 믿고 의지하고 자부할 국가의 바람직한 모습일 것입니다. 헌데 '쿠르스크' 호 침몰 사건을 대하는 러시아 정부의 태도는 참으로 이상하고  돌아가는 상황들을 보아 하니 덩달하 묘하게 오버랩 되며 떠오르는 2014년 대한민국의 '그 사건'. 설마 일이 이렇게 되리라곤 상상하지 못했는데  러시아 정부의 무책임하고 어이 없는 태도에 분노를 금치 않을수 없었네요.


 
생존자 & 생존자 가족 & 영국군 & 러시아 정부 의 시선
다시는 되풀이 되지 않아야할 우리와 닮은 또 다른 아픔의 역사.
이념과 국가를 넘어선 인류애와 희망 &먹먹한 여운의 감동.

 
영화는 필사적으로 생존하려 애쓰는 생존자들의 모습과 생존자들의 가족  러시아 정부  그리고 구조 작업을 발 벗고 돕겠다고 나선 영국군의 시선을 왔다갔다 오가며 진행이 됩니다. 그저 승무원들이 무사하다는 실낱같은 희망의 소식을 기다리며 속수무책 발만 동동구르고 있을 수밖에 없는 해군 승무원 생존자들의 가족들이 허탈해하는 모습과 기꺼이 구조작업에 동참하고 도와주겠다는 의지를 보이는 영국군의 모습  그리고 모든 것을 비밀에 부치고 거짓말만 늘어놓고 돌이킬수 없는 무책임한 모습만 보이는 러시아 정부의 모습이 계속 교차가 되지요. 그렇게 허송세월 하염없이 흘러가는 시간들이 생존자들의 입장에선 얼마나 황금 같은 시간들인지  지금 상황이 얼마나 허무하고 헛된 상황들인지 그 안타까움은 이루 말할수가 없네요.

러시아 정부의 태도는 정말이지... 답답함 그 자체였습니다. 생존자들의 생사 여부  그들과의 소통여부  구조작업의 진행상황  해외의 구조지원에 대한 협력 여부 결정에 대한 미적지근하고 지지부진 불명확한 태도는 딱 2014년의 '그 사건' 을 떠올리기에 충분했고 너무나 안타까웠습니다. 그저 대한민국의 국민이라면 <쿠르스크> 를 보면서 다시금 숙연해지고 먹먹해지는 시간이 될 것임이 분명합니다. 러시아가 이렇게 우리나라와 똑 닮은 아픔의 역사를 가지고 있었는지 이 영화를 통해 다시금 알게 되는 시간이었습니다. 끔찍한 동병상련의 아픔. ㅠㅠ

러시아 정부는 한시가 다급한데 도대체 무엇을 더 중요하게 생각하고 있었던 것인지 허탈할 따름. 냉전시대의 끝물의 상황에서 국가의 체면과 위상  자존심을 지키기 위해 또 그놈의 개떡같은 군사기밀 사항이라는 핑계  말도 안되는 억지 부리기에 급급한 어리석고 창피한 정부의 모습이라니!!
국가가 국민으로 부터 진정한 충성과 헌신을 원하고 자부심을 갖게 해주려면 그만큼 국민을 지켜주고 책임을 지는 모습을 보여야 할 것입니다. 후세에게 떳떳하고 자랑스럽게 여겨질 국가의 모습이 이런 모습일리가 없죠. 아무쪼록 영화 <쿠르스크> 는 국민을 위하지 않는 나라에겐 미래가 없음을 다시금 깨닫게 해주며 이념과 국가를 넘어선 인류애  인간을 하나로 뭉치게 해주는 보편적 정서의 끈끈함과 급박하고 처절한 상황 속에서도 피어나는 희망이라는 커다란 힘에 대해 느끼게 해주면서 먹먹한 여운의 감동을 선사해준 영화였습니다. 또 다시 떠올리고 싶지 않은 사건  여러모로 대한민국 국민에겐 더욱더 큰 공감과 울림을 가져올 그런 감동 실화 영화! 놓치지 마시길!

2019년 1월 17일 개봉 예정.


쿠르스크
감독
토마스 빈터베르그
출연
마티아스 쇼에나에츠  콜린 퍼스  레아 세이두
개봉
2019.01.17. 프랑스  벨기에
평점
리뷰보기"
쿠르스크,"작년 부산국제 영화제에서 오픈시네마로 공개되어 많은 관객들에게 호평을 받은 영화 쿠르스크가 공개 되었습니다.
많은 상영관을 확보하지 못해 저조한 성적으로 극장상영을 내려야 했는데요.여러모로 이야기거리가 많은 쿠르스크에
관해 언급해 보겠습니다.

러시아 해군의 자랑 핵잠수함 쿠르스크는 축구장 2개를 합친것과 같은 길이로 그당시 세계적으로 강력한 위용을 자랑해 왔는데요.러시아의 자랑이라고 불리던 이 잠수함은 2000년 내부폭발로 인해 다수의 희생자가 발생하게 됩니다.그 과정에서 남은 생존자를 위해 구조작전을 펼치게 되는데 이 과정에서 벌어지는 첨예한 정치적 갈등과 유가족의 시선을 다룬 영화입니다.영화 셀레브레이션과 더헌트로 세계적 명성을 지닌 토마스 빈터베르그 감독의 연출로 제작전 또한번 주목을 받은 작품입니다.

세계적 영화제에서 명성을 날린 토마스빈터베르그라는 유능한 연출가와 더불어 마티아스 쇼에나에츠  레아 세이두  콜린 퍼스 등 황금캐스팅이라고 할만큼 화려한 라인업을 자랑하는데요.유럽을 대표하는 배우들의 흡입력 있는 연기는 더욱 영화의 재미를 더해 줍니다.
아무래도 잠수함 영화라면 얼마전 개봉한 헌터킬러처럼 적대국간의 핵을 다룬 액션영화를 떠오르는 관객이 많은데요.쿠르스크의 영화평을 보면 기대와는 다른 내용전개에 실망을 하는 관객들을 더러 볼수 있었는데요.아무래도 사전에
장르를 인지를 하고 본다면 더욱 공감하며 보실수 있을것입니다.
쿠르스크는 재난 영화이기는 하지만 나름 인상깊은 액션 장면을 보여주는 장면이 더러 있는데요.핵이 내부에서 터지며 잠수함이 침몰하는 과정이라든지 침몰한 잠수함에서 탄약을 찾기위해 잠수를하는 액션장면등 긴장감이 넘치는 액션장면을 보여줍니다.
주로 영화의 액션장면은 잠수함내의 생존자인 배우 마티아스 쇼에나에츠가 선보이는데요.마지막 액션장면의 백미인 잠수신을 소화하기 위해 실제로 3분이라는 시간동안 잠수를 하며 액션장면을 소화해 냈다고 하네요.

영화세서 가장 흥미로운 점은 이 사건은 러시아의 가장  수치스러운 사건이라고 불릴정도로 부끄러운 과거인데요.흥미로운 점은 이 사건을 러시아에서 제작한것이 아닌 유럽인들이 주축이 되어서 연출한 점입니다.영화를 보면 아무래도 감독은 그때당시 생명을 먼저 구하려는 점보다도 정치적인 입장차이로 타국의 지원을 거절한 러시아 정부의 선택에 큰 충격을 받은 것으로 보이는데요.한편으로는 몇년전 우리나라에서 벌어진 세월호 사건이 겹쳐저 여러모로 공감을 일으키는 부분이 많기도 해 씁쓸함을 자아내는 부분도 더러 있습니다.역사는 반복된다는 말이 있는데 영화 쿠르스크를 보면서
세월호 사건이 떠올라 여러모로 씁쓸한 감정이 들기도 한 영화입니다.많은 생각거리를 던져주는 영화 쿠르스크를
추천해 드립니다.

 "
쿠르스크,"지금 문정부와는 안맞는 영화이기에   안타깝습니다..
이런명작이 푸대접을 받으니   참으로잼잇게봤습니다    고맙습니다...배우와 캐릭터들이 너무잘 어울리며 스토리자체를 잘 쓴영화입니다.그리고 러시아 사화주의 한계를 잘  나타내주는 진정 우리시대의 영화입니다.안보시면 후회하실것입니다...그리고상영관이 많아지길바랍니다.국민은 같ㅇㄴ 것을 누릴권리가잇답니다...롯데시네마에서도 메가 박스에서도 다하시기바랍니다.지금정부가 두려워서 장사하지마시고 문화선교사라는 마음으로하십니다 그럼달라질것입니다"
